Mean,STD,Skewness,Kurtosis,Peak-to-Peak,Zero-Crossing Rate,Delta_Power,Theta_Power,Alpha_Power,Beta_Power,Gamma_Power,Sample_Entropy,File,Set,Channel
-0.20071862637996674,27.396862030029297,-0.027281777933239937,0.3626852035522461,210.97543334960938,270,4626648000.0,1002274240.0,304242500.0,333278880.0,13554063.0,0.6099728932034939,F001_raw.fif,F,F001
1.1139038801193237,119.9854965209961,2.780719041824341,12.02324104309082,1041.6595458984375,117,92503670000.0,18591791000.0,5442238000.0,3503753700.0,33642520.0,0.1837924199741795,F002_raw.fif,F,F002
0.19956651329994202,72.39324951171875,0.07870014756917953,-0.14492273330688477,511.963134765625,219,30848354000.0,5538773000.0,5192947000.0,2321474300.0,45618450.0,0.5149310394029359,F003_raw.fif,F,F003
-0.11578284204006195,37.15531539916992,-0.17865639925003052,0.41239118576049805,251.20761108398438,241,7386585000.0,3229167900.0,580286460.0,356554240.0,11261306.0,0.5526151888985146,F004_raw.fif,F,F004
-0.9587188363075256,83.95852661132812,0.33380916714668274,0.943981409072876,655.622802734375,275,33855603000.0,12475904000.0,6916113400.0,5471621000.0,138590370.0,0.5413221676090961,F005_raw.fif,F,F005
0.056724291294813156,22.194421768188477,-0.043909572064876556,0.023620128631591797,147.9735107421875,285,1684675800.0,1974801900.0,312178800.0,149090420.0,6230935.0,0.6187713297763417,F006_raw.fif,F,F006
-0.010267076082527637,37.82579803466797,0.014995623379945755,0.9255199432373047,301.4259033203125,348,6543760000.0,2748320300.0,1475005700.0,1144038700.0,54583476.0,0.7024191059732673,F007_raw.fif,F,F007
0.03054540604352951,96.07035064697266,2.7288658618927,12.785774230957031,956.3201904296875,166,58548896000.0,12335017000.0,4489275000.0,1794169900.0,16272848.0,0.22706366588259966,F008_raw.fif,F,F008
-0.18896830081939697,420.6461181640625,3.0323705673217773,9.772520065307617,2745.134765625,58,1125105100000.0,255659950000.0,77367050000.0,24738240000.0,565185150.0,0.06856859342471114,F009_raw.fif,F,F009
0.2964106798171997,126.82345581054688,2.564601421356201,10.58560562133789,1110.984375,140,106639410000.0,18838770000.0,4582668000.0,4268286000.0,58304684.0,0.19432100970454097,F010_raw.fif,F,F010
-0.10546773672103882,57.088809967041016,-0.7212823629379272,0.6979973316192627,366.6319580078125,205,19280849000.0,6275196400.0,1201960200.0,542642200.0,18696088.0,0.4354309593881631,F011_raw.fif,F,F011
0.15932044386863708,40.853355407714844,-0.14456376433372498,0.28377294540405273,319.9215087890625,257,7253840400.0,5194162700.0,942548740.0,586475000.0,14510870.0,0.5734777891572536,F012_raw.fif,F,F012
0.32496315240859985,24.190086364746094,-0.2962450683116913,0.28263330459594727,173.45791625976562,298,2599436500.0,1631315300.0,397019700.0,245346430.0,7370078.5,0.623507137760243,F013_raw.fif,F,F013
-0.13815605640411377,28.9228572845459,-0.1492614895105362,-0.024350404739379883,194.72555541992188,261,3637445600.0,2724958000.0,399939680.0,222240420.0,6788993.5,0.6115523217384369,F014_raw.fif,F,F014
0.05346667766571045,28.541208267211914,-0.30334287881851196,0.12052178382873535,196.89224243164062,256,3096263000.0,3016562200.0,527830400.0,181831600.0,5647538.0,0.5720130898080592,F015_raw.fif,F,F015
0.7939393520355225,52.15395736694336,0.039275407791137695,0.44855618476867676,356.12322998046875,316,13499562000.0,5110211000.0,2287333400.0,1654654500.0,86701544.0,0.6700494968822657,F016_raw.fif,F,F016
-0.25084105134010315,37.016109466552734,-0.28743547201156616,-0.24041175842285156,219.806884765625,274,4828036600.0,5836819000.0,608666940.0,198300660.0,2524869.8,0.5904602147751286,F017_raw.fif,F,F017
0.6028215289115906,62.80569076538086,-0.10394605994224548,0.40959835052490234,469.71954345703125,364,12175555000.0,10851995000.0,8000827000.0,1879811200.0,46153668.0,0.6540144498016581,F018_raw.fif,F,F018
0.5096173286437988,31.75093650817871,-0.9554035663604736,4.053689002990723,378.6846923828125,247,3035413000.0,3987162000.0,806044860.0,494905200.0,11489622.0,0.5162802605727322,F019_raw.fif,F,F019
-0.05967537686228752,35.72671890258789,0.6065835356712341,4.700740814208984,381.30975341796875,244,7931038000.0,1601582600.0,645221000.0,385281600.0,11397793.0,0.5115455968979462,F020_raw.fif,F,F020
-0.7539169788360596,127.88489532470703,-0.6207099556922913,2.7403202056884766,1283.0673828125,213,78711235000.0,25173647000.0,15330193000.0,16962395000.0,627899840.0,0.4589374417521625,F021_raw.fif,F,F021
0.2526753544807434,70.76581573486328,0.1177704706788063,-0.18014836311340332,456.02630615234375,199,32831338000.0,4343045600.0,2998332200.0,1777532000.0,40014830.0,0.5004405556210448,F022_raw.fif,F,F022
0.7023056149482727,64.00249481201172,-0.09848326444625854,0.3283205032348633,487.72705078125,360,10162611000.0,12903540000.0,9616949000.0,1457772000.0,35827690.0,0.6483972917236996,F023_raw.fif,F,F023
-0.16437165439128876,75.84085845947266,-0.13436239957809448,0.05688905715942383,523.551513671875,290,27279372000.0,12618633000.0,5560590000.0,2624133000.0,111680650.0,0.6468391421996511,F024_raw.fif,F,F024
-0.4149492084980011,88.85991668701172,-0.04478660225868225,0.3955690860748291,645.6439819335938,253,44216316000.0,14929274000.0,4671736000.0,2215945200.0,76357080.0,0.574019762660011,F025_raw.fif,F,F025
-0.01648014783859253,20.12398910522461,-0.04352189227938652,0.8165483474731445,165.9898681640625,260,2271837700.0,666463400.0,251802080.0,198178130.0,6882569.5,0.6013286680774935,F026_raw.fif,F,F026
0.22612987458705902,59.492034912109375,0.07818445563316345,0.5413813591003418,417.590087890625,241,23950640000.0,3976413000.0,783433860.0,822097300.0,101622260.0,0.5642921177694453,F027_raw.fif,F,F027
-0.7009592652320862,38.983428955078125,-0.5475953221321106,0.6605932712554932,315.22406005859375,259,6237138000.0,4974526500.0,798245700.0,504307070.0,20821730.0,0.5532469468922825,F028_raw.fif,F,F028
-0.5114980340003967,94.75370788574219,2.2551321983337402,9.506732940673828,831.2344970703125,146,59157045000.0,8328002600.0,3908057300.0,2025674000.0,17837742.0,0.21941923062807284,F029_raw.fif,F,F029
0.15582428872585297,135.77024841308594,2.449385643005371,7.539427757263184,1057.5789794921875,108,119213744000.0,21931889000.0,7909912600.0,5368563000.0,70384590.0,0.18080503137184983,F030_raw.fif,F,F030
-1.4478315114974976,89.8295669555664,0.2651059031486511,1.3691630363464355,794.5658569335938,321,36148765000.0,14111126000.0,7890298000.0,8388027000.0,354061980.0,0.5631917788167976,F031_raw.fif,F,F031
-0.12951180338859558,69.1896743774414,-0.178036630153656,1.0883173942565918,593.03955078125,297,23377710000.0,7538406400.0,4437442600.0,4502445000.0,92379730.0,0.5715862328247753,F032_raw.fif,F,F032
0.2111634612083435,41.02688217163086,-0.2613186240196228,0.3930549621582031,318.5254821777344,257,6116504000.0,6037047000.0,1417911300.0,513890370.0,12332525.0,0.5471658881527448,F033_raw.fif,F,F033
0.025601811707019806,23.905996322631836,-0.1933784931898117,-0.013368368148803711,167.49806213378906,294,2482082800.0,1783066600.0,319160580.0,192339620.0,7759285.0,0.6177411421205026,F034_raw.fif,F,F034
-0.15721869468688965,41.44285202026367,-0.306868314743042,-0.2675004005432129,252.3440704345703,274,5689014300.0,7716740000.0,772406140.0,217889730.0,3586176.2,0.5871675390457058,F035_raw.fif,F,F035
-0.49292105436325073,35.274620056152344,-0.28790387511253357,0.3179154396057129,252.3775177001953,264,6017121300.0,3416004000.0,682586900.0,213082200.0,3922364.2,0.5537229398451741,F036_raw.fif,F,F036
0.06090250983834267,44.664276123046875,-0.1617523580789566,0.16093754768371582,320.0228271484375,373,6429719000.0,3588502800.0,5338135000.0,1323921400.0,46965910.0,0.7220039428703994,F037_raw.fif,F,F037
0.10245331376791,52.218833923339844,-0.18767710030078888,0.1309199333190918,354.48443603515625,230,15380314000.0,4684348000.0,1817030000.0,955609600.0,20985280.0,0.542592419239437,F038_raw.fif,F,F038
-0.005021299701184034,60.14175796508789,0.048659902065992355,0.31786513328552246,413.8314514160156,166,24845398000.0,4370488300.0,704818370.0,396597300.0,12571598.0,0.4632871010580919,F039_raw.fif,F,F039
-0.26891639828681946,28.681838989257812,0.06109011918306351,0.08319234848022461,204.32501220703125,270,4658462000.0,1111656800.0,536768830.0,554232060.0,9824920.0,0.6488413402263923,F040_raw.fif,F,F040
-1.4117625951766968,71.3316650390625,-2.5041003227233887,15.633071899414062,747.3411865234375,162,32643525000.0,6980499500.0,1414162400.0,572216640.0,12032340.0,0.2605934720464976,F041_raw.fif,F,F041
-0.4261665642261505,24.946868896484375,0.13383394479751587,0.22751617431640625,171.75103759765625,281,3468427000.0,951128060.0,386800540.0,353720930.0,7993480.5,0.6325813431027059,F042_raw.fif,F,F042
1.0635631084442139,64.16059112548828,-0.04848332703113556,0.005650758743286133,439.99395751953125,344,9084849000.0,13984209000.0,9938403000.0,1216960100.0,43469424.0,0.6383991678568673,F043_raw.fif,F,F043
-0.26349857449531555,50.98968505859375,-0.2743709087371826,0.22608590126037598,367.8500061035156,249,10862347000.0,8654136000.0,1325917600.0,891152300.0,27976666.0,0.5605380066623699,F044_raw.fif,F,F044
-1.0522385835647583,44.41420364379883,0.13783307373523712,0.41994309425354004,366.96484375,330,9687592000.0,2644972300.0,2527062800.0,1265295500.0,43665812.0,0.6747560038893884,F045_raw.fif,F,F045
-0.20866550505161285,44.634864807128906,0.04564054310321808,0.11909341812133789,284.85321044921875,364,8294656500.0,2079756500.0,4798018600.0,1442369200.0,45440452.0,0.6907163154403274,F046_raw.fif,F,F046
0.2683665156364441,57.65590286254883,0.019443070515990257,0.370802640914917,460.5465087890625,321,17103927000.0,6150339600.0,2555259000.0,1926025300.0,122251470.0,0.6677147254871311,F047_raw.fif,F,F047
-1.1346042156219482,62.62431716918945,-0.1359078735113144,-0.023349523544311523,419.849853515625,280,19544676000.0,8407014400.0,2563350500.0,1946998800.0,106405270.0,0.653822771014949,F048_raw.fif,F,F048
0.06698525696992874,37.10963821411133,0.13226166367530823,1.049051284790039,329.07269287109375,236,7997923300.0,1847635000.0,921454800.0,596034000.0,13501756.0,0.5238455494338176,F049_raw.fif,F,F049
0.020616862922906876,61.976497650146484,-0.3688744008541107,1.1303482055664062,461.757568359375,182,27412855000.0,3582781400.0,646650400.0,504618940.0,7111195.0,0.4562038205598129,F050_raw.fif,F,F050
0.030653860419988632,73.13581085205078,-0.004151955712586641,-0.32030653953552246,450.5854187011719,221,30621612000.0,5431665700.0,5868259000.0,2899538200.0,33920940.0,0.5213688837086752,F051_raw.fif,F,F051
-0.10401082038879395,37.186546325683594,-0.03126193955540657,1.487870216369629,309.34716796875,233,7728269300.0,3052099300.0,479566270.0,307438720.0,9183003.0,0.5125250858435597,F052_raw.fif,F,F052
-0.027475325390696526,43.64143753051758,-0.27404311299324036,0.6343660354614258,291.61541748046875,176,13059422000.0,2080024400.0,484656060.0,319287550.0,11976129.0,0.4756205002076289,F053_raw.fif,F,F053
1.2755521535873413,66.23736572265625,-0.02929951250553131,0.543126106262207,545.4156494140625,354,12599384000.0,12500383000.0,9498035000.0,1713142500.0,56204016.0,0.6423388059793752,F054_raw.fif,F,F054
-0.41529595851898193,58.39426803588867,-0.04856805503368378,0.6275498867034912,428.20965576171875,219,20000969000.0,5300675600.0,1606733400.0,1598856700.0,23439904.0,0.48073862876469936,F055_raw.fif,F,F055
